SMILES,True_Value,Predicted_Value,Absolute_Error,Relative_Error_%,Data_Index
[C@H]([C@@H]([C@@H](C=O)O)O)([C@@H](CO)O)O,48.400001525878906,56.331722259521484,7.931720733642578,16.3878522388095,7
C(=O)([C@H]1[C@@H]([C@@H]([C@@H]([C@@H](O)O1)O)O)O)O[Na],45.099998474121094,55.38498306274414,10.284984588623047,22.804844648774637,5
