SMILES,True_Value,Predicted_Value,Absolute_Error,Relative_Error_%,Data_Index
[C@H]([C@@H]([C@@H](C=O)O)O)([C@@H](CO)O)O,32.70000076293945,34.52397155761719,1.8239707946777344,5.577892208323529,7
O([C@H]1[C@@H]([C@H]([C@@H](O)[C@@H](CO)O1)O)O)[C@H]1[C@@H]([C@H]([C@@H](O)O[C@@H]1CO)O)O,31.399999618530273,27.6966609954834,3.703338623046875,11.794072191202835,10
