SMILES,True_Value,Predicted_Value,Absolute_Error,Relative_Error_%,Data_Index
C(CO)OC,62.5,67.09835052490234,4.598350524902344,7.35736083984375,4
C(=O)(N)NCC,66.4000015258789,70.95209503173828,4.552093505859375,6.855562351282823,9
