SMILES,True_Value,Predicted_Value,Absolute_Error,Relative_Error_%,Data_Index
C=CO,83.4000015258789,70.02986907958984,13.370132446289062,16.031333575144274,2
C(CO)OC,62.5,84.71166229248047,22.21166229248047,35.53865966796875,4
