SMILES,True_Value,Predicted_Value,Absolute_Error,Relative_Error_%,Data_Index
C(=O)([C@H]1[C@@H]([C@@H]([C@@H]([C@@H](O)O1)O)O)O)O[Na],25.600000381469727,25.09834861755371,0.5016517639160156,1.9595771735969607,5
C(=O)(N)NCC,21.700000762939453,30.952896118164062,9.25289535522461,42.64006926224285,9
